,LFQ intensity BIR_1,LFQ intensity BIR_2,LFQ intensity BIR_3,LFQ intensity CHX_1,LFQ intensity CHX_2,LFQ intensity CHX_3,LFQ intensity DCP2_1,LFQ intensity DCP2_2,LFQ intensity DCP2_3,LFQ intensity NOC_1,LFQ intensity NOC_2,LFQ intensity NOC_3,LFQ intensity MB_1,LFQ intensity MB_2,LFQ intensity MB_3,LFQ intensity OS_1,LFQ intensity OS_2,LFQ intensity OS_3,Only identified by site,Reverse,Potential contaminant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Razor + unique peptides BIR_1,Razor + unique peptides BIR_2,Razor + unique peptides BIR_3,Razor + unique peptides CHX_1,Razor + unique peptides CHX_2,Razor + unique peptides CHX_3,Razor + unique peptides DCP2_1,Razor + unique peptides DCP2_2,Razor + unique peptides DCP2_3,Razor + unique peptides NOC_1,Razor + unique peptides NOC_2,Razor + unique peptides NOC_3,Razor + unique peptides MB_1,Razor + unique peptides MB_2,Razor + unique peptides MB_3,Razor + unique peptides OS_1,Razor + unique peptides OS_2,Razor + unique peptides OS_3,Protein IDs,Majority protein IDs,Protein names,Gene names
460,22286000,27963000,35889000,0,13479000,0,27839000,27386000,21218000,42786000,0,0,29412000,41649000,101690000,30233000,36127000,28702000,,,,12,12,12,"17,1","17,1","17,1","119,75",0,"26,242",581670000,39,4,4,5,1,1,1,3,3,2,5,1,1,2,6,8,3,4,5,O95486,O95486,Protein transport protein Sec24A,SEC24A
461,24033000,0,16196000,0,12033000,0,17533000,0,0,0,0,0,0,0,22175000,24744000,23550000,30203000,,,,5,5,5,"7,6","7,6","7,6","137,42",0,"16,088",256640000,22,3,2,3,1,2,1,2,0,1,1,1,1,1,1,4,3,5,4,O95487,O95487,Protein transport protein Sec24B,SEC24B
462,122600000,132700000,96475000,121280000,102070000,130410000,161380000,142240000,117650000,155760000,119640000,130160000,175150000,208280000,147010000,272160000,255330000,263340000,,,,18,18,16,34,34,30,"80,419",0,"80,219",3049600000,113,8,9,8,6,6,6,8,7,6,11,7,9,10,13,11,14,18,16,O95573,O95573,Long-chain-fatty-acid--CoA ligase 3,ACSL3
463,1041400000,924969984,892249984,2561900032,2093600000,2376100096,968780032,1045500032,1257799936,1023000000,1752700032,2428999936,813590016,805550016,672560000,888800000,892470016,885590016,,,,56,56,55,"50,4","50,4","49,9","194,81",0,"323,31",20187000000,700,40,41,41,50,51,46,36,36,36,37,45,48,34,35,40,35,37,40,O95602,O95602,DNA-directed RNA polymerase I subunit RPA1,POLR1A
464,1238899968,987830016,1149500032,809299968,816880000,1062099968,1261900032,1294899968,1753900032,1244499968,2088800000,2007699968,1049100032,559009984,400329984,594630016,607649984,728649984,,,,90,90,90,"39,1","39,1","39,1","378,03",0,"323,31",16963000000,682,64,59,63,40,38,48,52,63,71,60,75,74,49,39,31,27,35,40,O95613,O95613,Pericentrin,PCNT
465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18454000,0,0,0,,,,2,2,2,"9,7","9,7","9,7","26,499","0,00030469","3,1114",31752000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,O95619,O95619,YEATS domain-containing protein 4,YEATS4
466,35098000,41110000,38200000,36680000,38377000,42273000,32906000,44429000,45278000,40046000,36491000,39855000,22649000,0,0,34464000,31946000,30067000,,,,5,5,5,"6,5","6,5","6,5","119,38",0,"6,7532",514670000,37,4,5,4,5,3,3,2,4,4,4,4,3,3,1,0,3,2,4,O95625,O95625,Zinc finger and BTB domain-containing protein 11,ZBTB11
467,0,15580000,12353000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,2,2,"5,9","5,9","5,9","48,076","0,005499","1,8193",59339000,4,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,O95630,O95630,STAM-binding protein,STAMBP
468,0,28714000,0,0,0,0,0,0,0,31191000,0,34525000,29624000,58608000,62696000,89719000,178510000,138130000,,,,12,12,12,"28,5","28,5","28,5","68,856",0,"21,076",839670000,38,1,2,1,1,0,1,1,1,1,2,1,2,2,7,6,11,11,11,O95671,O95671,N-acetylserotonin O-methyltransferase-like protein,ASMTL
469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14689000,0,,,,1,1,1,"7,8","7,8","7,8","43,064",0,"117,25",137630000,5,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,O95684,O95684,FGFR1 oncogene partner,FGFR1OP
470,56747000,60915000,59344000,58306000,54395000,52047000,45563000,65392000,59638000,60913000,82364000,55233000,52573000,52074000,73430000,52605000,57899000,54907000,,,,12,12,12,"13,4","13,4","13,4","119,52",0,"17,676",999590000,69,9,8,6,6,7,3,4,7,7,10,9,7,8,6,6,8,7,9,O95696,O95696,Bromodomain-containing protein 1,BRD1
471,182650000,144880000,135950000,188370000,186790000,171390000,149160000,142080000,127680000,128720000,151350000,147760000,120100000,133020000,74769000,99206000,104950000,101550000,,,,5,5,5,"26,8","26,8","26,8","25,424",0,"11,474",2150400000,45,3,4,3,5,5,5,3,3,3,5,4,4,4,4,5,3,2,3,O95707,O95707,Ribonuclease P protein subunit p29,POP4
472,491020000,399329984,444569984,607070016,664780032,752750016,594780032,602240000,550460032,569760000,688380032,658910016,358750016,324649984,334940000,538880000,480080000,610200000,,,,63,63,63,"19,4","19,4","19,4","527,22",0,"164,6",8915600000,445,36,37,32,44,41,43,37,39,36,45,42,47,25,25,31,46,43,50,O95714;Q9BVR0,O95714,E3 ubiquitin-protein ligase HERC2,HERC2
473,83197000,59379000,58585000,0,0,0,34021000,36648000,0,34846000,44534000,36320000,0,0,0,0,29827000,27379000,,,,4,4,4,"22,5","22,5","22,5","28,97",0,"8,4784",554150000,25,3,3,3,1,2,1,4,2,1,2,3,2,1,1,1,1,2,2,O95721,O95721,Synaptosomal-associated protein 29,SNAP29
474,19786000,0,0,25327000,26630000,27121000,0,0,26471000,31637000,0,0,0,0,0,0,0,0,,,,5,5,5,"12,7","12,7","12,7","58,022",0,"5,3711",305690000,17,2,1,1,2,2,2,1,1,2,2,1,1,0,2,2,1,2,1,O95747,O95747,Serine/threonine-protein kinase OSR1,OXSR1
475,35827000,48740000,24252000,0,20558000,0,40283000,0,0,34182000,0,0,34459000,51638000,44236000,41229000,49753000,46339000,,,,15,12,12,"26,8","21,6","21,6","94,511",0,"26,927",572920000,44,5,7,6,0,2,0,2,1,1,2,0,1,6,8,8,7,7,5,O95757,O95757,Heat shock 70 kDa protein 4L,HSPA4L
476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30877000,0,0,0,,,,3,2,2,"9,4",8,8,"59,689",0,"26,381",76257000,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,O95758,O95758,Polypyrimidine tract-binding protein 3,PTBP3
477,0,0,0,0,0,0,0,0,0,0,41455000,33318000,0,0,0,0,0,0,,,,4,4,4,"5,3","5,3","5,3","130,83",0,"4,2497",215100000,5,4,3,2,0,1,1,2,3,1,2,3,3,1,1,2,0,0,0,O95759,O95759,TBC1 domain family member 8,TBC1D8
478,605670016,559489984,510910016,1586899968,1283500032,724659968,589980032,657190016,594790016,1003500032,710780032,1035000000,794470016,1135299968,826579968,588550016,569280000,466740000,,,,41,41,32,"56,5","56,5","45,4","107,54",0,"278,28",13702000000,422,22,24,24,33,33,25,25,25,23,31,29,31,30,32,34,26,27,21,O95782,O95782,AP-2 complex subunit alpha-1,AP2A1
479,57513000,47610000,48865000,35338000,36152000,0,36409000,0,0,23476000,0,27941000,41713000,55896000,55758000,35308000,33609000,33593000,,,,11,11,11,"10,9","10,9","10,9","178,67",0,"17,045",667360000,28,6,4,8,3,2,1,2,1,0,4,1,2,4,4,7,3,4,3,O95785,O95785,Protein Wiz,WIZ
480,70224000,59209000,80651000,44445000,52831000,66082000,89442000,81213000,73502000,64696000,88114000,64014000,88391000,64728000,91678000,69091000,55412000,61358000,,,,10,10,10,"22,5","22,5","22,5","63,182",0,"37,221",1273400000,63,7,6,6,4,2,3,5,4,5,8,3,6,7,8,8,7,4,5,O95793,O95793,Double-stranded RNA-binding protein Staufen homolog 1,STAU1
481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65835000,64937000,58889000,,,,6,6,6,"25,6","25,6","25,6","44,678",0,"59,342",236030000,8,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,O95801,O95801,Tetratricopeptide repeat protein 4,TTC4
482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41149000,0,,,,4,4,4,"29,4","29,4","29,4","23,772",0,"7,7304",328160000,9,1,2,1,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,O95816,O95816,BAG family molecular chaperone regulator 2,BAG2
483,60101000,54181000,35810000,0,0,16541000,21591000,0,39564000,16672000,22563000,17429000,20196000,13858000,0,14165000,19790000,15526000,,,,6,6,6,"17,6","17,6","17,6","61,594",0,"9,3737",369040000,21,5,4,5,0,0,3,3,1,2,2,3,2,5,3,1,3,2,2,O95817,O95817,BAG family molecular chaperone regulator 3,BAG3
484,182180000,133780000,141730000,188680000,213600000,214610000,225850000,191030000,147580000,173410000,190340000,241480000,136760000,121700000,152060000,124960000,98994000,107480000,,,,13,13,8,"17,2","17,2","11,5","142,1",0,"43,978",2744200000,80,9,7,6,7,8,8,7,6,4,7,8,8,7,6,8,5,7,7,O95819,O95819,Mitogen-activated protein kinase kinase kinase kinase 4,MAP4K4
485,0,24452000,0,55184000,51188000,0,0,28020000,24956000,85917000,19222000,26329000,89687000,174870000,159600000,43320000,32667000,30777000,,,,10,10,10,"20,7","20,7","20,7","66,9",0,"15,46",1031600000,30,0,4,0,5,5,0,1,2,2,6,2,3,8,9,10,4,4,5,O95831,O95831,"Apoptosis-inducing factor 1, mitochondrial",AIFM1
486,19120000,0,0,0,0,0,0,0,0,0,0,0,0,0,15562000,19390000,21789000,0,,,,4,4,4,"5,8","5,8","5,8","126,87",0,"10,344",184900000,15,2,1,0,2,1,0,0,1,0,1,1,2,1,1,2,3,3,2,O95835;Q9NRM7,O95835,Serine/threonine-protein kinase LATS1,LATS1
487,47441000,70576000,57447000,53728000,56423000,56168000,60876000,66873000,66664000,46780000,47094000,51252000,67810000,78991000,65929000,61237000,65539000,60533000,,,,9,9,9,50,50,50,"33,392",0,"33,871",1046600000,59,4,8,5,4,5,3,5,5,3,5,3,6,6,3,4,4,5,5,O95861,O95861,"3(2),5-bisphosphate nucleotidase 1",BPNT1
488,144640000,143460000,122390000,94905000,115470000,151860000,131950000,130000000,136170000,126410000,156730000,128840000,126040000,96815000,87287000,209810000,215980000,206180000,,,,16,16,16,"35,6","35,6","35,6","72,757",0,"45,532",2424500000,121,10,8,10,5,4,9,9,10,8,10,7,7,10,10,11,8,9,8,O95905,O95905,Protein SGT1,ECD
489,0,0,0,0,0,0,0,0,0,11869000,0,0,11259000,13350000,21943000,16658000,0,0,,,,5,5,5,33,33,33,"32,844",0,"9,8781",226480000,12,2,2,2,1,2,1,1,1,1,2,0,1,3,3,2,4,2,2,O95983,O95983,Methyl-CpG-binding domain protein 3,MBD3
490,27236000,25667000,0,0,0,0,23375000,0,0,0,0,0,28690000,0,37945000,47211000,39022000,38168000,,,,8,8,8,"11,6","11,6","11,6","96,661",0,"8,6994",364190000,16,3,2,0,1,1,1,2,1,0,1,2,1,3,1,6,5,5,6,O95985,O95985,DNA topoisomerase 3-beta-1,TOP3B
491,49901000,54179000,42015000,0,54424000,55514000,54915000,63198000,45615000,60509000,57614000,0,76947000,86423000,107900000,52351000,58528000,54958000,,,,4,4,4,"19,4","19,4","19,4","37,893",0,"68,805",1126200000,63,2,3,3,2,2,3,3,3,2,3,3,2,4,4,4,3,3,3,O96008,O96008,Mitochondrial import receptor subunit TOM40 homolog,TOMM40
492,28032000,31760000,37712000,26502000,23299000,29032000,34279000,40470000,25256000,42340000,38614000,34657000,48940000,31857000,66275000,27293000,20830000,28402000,,,,4,4,4,11,11,11,"64,071",0,"23,165",584320000,14,3,3,4,3,3,2,4,4,2,3,3,3,4,2,3,3,4,3,O96013,O96013,Serine/threonine-protein kinase PAK 4,PAK4
493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40046000,43837000,42969000,,,,4,4,4,"12,3","12,3","12,3","60,914",0,"14,861",153800000,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,3,O96017,O96017,Serine/threonine-protein kinase Chk2,CHEK2
494,165160000,205190000,184520000,139170000,182640000,120180000,184820000,204940000,152940000,185720000,106650000,136900000,189700000,279769984,231060000,183210000,194060000,162870000,,,,9,9,9,"34,3","34,3","34,3","47,46",0,"65,334",3385700000,93,8,9,6,4,4,8,7,7,6,5,4,4,6,9,8,7,7,6,O96019;O94805,O96019,Actin-like protein 6A,ACTL6A
495,37914000,17792000,43958000,0,0,0,0,0,34033000,39092000,30740000,30185000,0,27695000,32446000,39059000,38970000,47104000,,,,7,7,7,"7,9","7,9","7,9","152,26",0,"11,775",516460000,23,4,2,3,1,0,1,1,1,2,4,2,2,1,4,5,5,3,3,O96028,O96028,Histone-lysine N-methyltransferase NSD2,WHSC1
496,952419968,1733100032,1187200000,1038899968,1131900032,1063699968,1696099968,1798700032,1421200000,1392199936,880019968,915030016,1572600064,1674000000,1758000000,1375600000,1573100032,1504000000,,,,21,21,20,"71,7","71,7","68,1","36,688",0,"151,87",25020000000,355,14,18,17,13,11,13,14,14,14,15,14,14,17,19,21,14,18,18,P00338,P00338,L-lactate dehydrogenase A chain,LDHA
497,341600000,332520000,276150016,230380000,296550016,241690000,476920000,406840000,405830016,306110016,231440000,235220000,590899968,474540000,370360000,252700000,249950000,256280000,,,,16,16,16,41,41,41,"61,397",0,"85,777",5815300000,145,11,12,10,9,10,10,9,12,10,11,9,10,14,14,15,9,10,11,P00367;P49448,P00367;P49448,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2
498,0,0,0,0,0,0,0,0,0,35682000,0,0,0,45949000,55840000,40554000,43114000,0,,,,4,4,4,"31,6","31,6","31,6","21,452",0,"19,8",409220000,12,1,0,0,2,1,0,0,1,0,2,1,0,0,4,4,2,2,1,P00374;Q86XF0,P00374,Dihydrofolate reductase,DHFR
499,43196000,72776000,50080000,0,71465000,0,63307000,80852000,64052000,60376000,0,0,65950000,61363000,49337000,46675000,51253000,41306000,,,,7,7,7,"29,6","29,6","29,6","34,234",0,"15,639",876360000,36,5,4,3,2,4,1,3,5,3,5,1,1,4,2,4,4,3,4,P00387,P00387,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3
500,18393000,21843000,21340000,21723000,22605000,22043000,0,27032000,24704000,0,20207000,22367000,0,0,0,0,0,16731000,,,,2,2,2,"5,7","5,7","5,7","56,256","0,00031085","3,3565",239060000,19,2,2,2,2,2,2,1,2,2,1,2,2,1,1,0,1,2,2,P00390,P00390,"Glutathione reductase, mitochondrial",GSR
501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11176000,0,0,0,,,,1,1,1,6,6,6,"57,041",0,"8,1063",26691000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,P00395,P00395,Cytochrome c oxidase subunit 1,MT-CO1
502,85887000,100350000,80726000,167430000,190840000,146120000,167080000,185450000,118140000,189680000,100530000,120990000,168220000,270020000,379529984,100490000,125850000,97047000,,,,4,4,4,"24,7","24,7","24,7","25,565",0,"53,636",2844000000,49,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,4,3,3,P00403,P00403,Cytochrome c oxidase subunit 2,MT-CO2
503,117300000,183110000,147850000,120300000,128860000,117000000,200970000,207680000,160920000,173800000,100760000,118170000,193780000,256220000,298040000,163810000,166940000,157100000,,,,13,13,13,"61,9","61,9","61,9","32,118",0,"84,163",3188600000,138,6,13,9,9,7,8,8,8,8,11,7,8,12,11,12,9,11,10,P00491,P00491,Purine nucleoside phosphorylase,PNP
504,38084000,52424000,48389000,48927000,48881000,35305000,62792000,56467000,60897000,36907000,54594000,0,41413000,30119000,38658000,41846000,55686000,54280000,,,,6,6,6,"34,4","34,4","34,4","24,579",0,"7,7413",748270000,36,3,5,3,4,3,2,3,2,5,5,2,2,5,3,4,3,6,4,P00492,P00492,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1
505,61322000,115110000,97273000,0,96211000,0,99112000,108970000,90430000,92782000,79220000,68425000,102110000,114460000,96444000,134140000,139220000,110890000,,,,11,11,11,"41,2","41,2","41,2","44,614",0,"82,086",1757400000,50,4,7,5,1,2,1,4,5,5,6,2,5,5,8,9,6,10,7,P00558;P07205,P00558,Phosphoglycerate kinase 1,PGK1
506,0,0,0,0,0,0,0,0,0,0,0,0,9020200,0,0,0,0,0,,,,1,1,1,"4,4","4,4","4,4","24,817","0,0078633","1,6737",58168000,4,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,P00846,P00846,ATP synthase subunit a,MT-ATP6
507,0,24730000,0,20009000,24074000,0,0,0,0,22430000,0,0,23069000,58118000,66587000,22540000,18655000,36662000,,,,6,6,6,"33,1","33,1","33,1","29,246",0,"9,137",451640000,15,1,4,1,2,4,0,1,1,0,3,1,0,2,5,6,2,4,2,P00918,P00918,Carbonic anhydrase 2,CA2
508,0,20353000,0,0,0,0,0,0,0,0,0,0,0,26009000,44285000,0,0,0,,,,4,4,4,17,17,17,"46,53",0,"11,63",166610000,8,0,2,0,0,0,1,0,1,0,1,1,1,1,3,4,1,1,1,P00966,P00966,Argininosuccinate synthase,ASS1
509,30021000,43231000,38747000,0,0,0,27531000,40958000,45492000,25906000,28044000,25141000,31973000,32575000,39037000,24755000,23841000,20931000,,,,5,5,5,"38,6","38,6","38,6","21,656",0,"15,522",480590000,33,3,4,3,2,2,2,3,4,5,4,3,3,4,3,2,3,3,3,P01116;P01111;P01112,P01116;P01111,"GTPase KRas;GTPase KRas, N-terminally processed;GTPase NRas",KRAS;NRAS
510,0,0,0,0,0,0,0,0,0,0,0,132110000,0,0,0,0,0,0,,,,6,6,6,"11,8","11,8","11,8","83,283",0,"17,671",177980000,6,1,0,0,1,1,1,1,1,0,0,0,6,0,0,1,0,1,0,P01833,P01833,Polymeric immunoglobulin receptor;Secretory component,PIGR
511,0,0,0,0,0,0,0,0,0,0,0,39215000,0,0,0,0,0,0,,,,4,4,4,"66,4","66,4","66,4","11,765",0,"6,4277",48416000,4,1,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,P01834,P01834,Ig kappa chain C region,IGKC
512,0,0,0,0,0,0,0,0,0,0,0,14771000,0,0,0,0,0,0,,,,1,1,1,"5,8","5,8","5,8","36,105","0,001181","2,6458",12307000,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,P01857,P01857,Ig gamma-1 chain C region,IGHG1
513,0,0,0,0,0,0,0,0,0,0,0,21502000,0,0,0,0,0,0,,,,2,2,2,"5,1","5,1","5,1","49,439","0,0070883","1,7318",17915000,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,P01871,P01871,Ig mu chain C region,IGHM
514,0,0,0,0,0,0,0,0,0,0,0,339660000,0,0,0,0,0,0,,,,5,5,5,21,21,21,"37,654",0,"14,395",283000000,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,P01876;P01877,P01876,Ig alpha-1 chain C region,IGHA1
515,0,0,0,0,0,0,0,0,0,0,0,0,0,55009000,75495000,0,0,0,,,,9,9,9,"14,3","14,3","14,3","74,139",0,"13,553",266490000,11,1,0,0,1,0,1,0,0,0,0,0,0,0,4,8,0,1,0,P02545,P02545,Prelamin-A/C;Lamin-A/C,LMNA
516,0,0,0,0,0,0,0,0,0,36905000,0,0,0,0,0,0,0,0,,,,3,3,3,"1,9","1,9","1,9","262,62",0,"5,6938",35393000,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,P02751,P02751,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1
517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5502500,0,,,,1,1,1,8,8,8,"18,622","0,0088781","1,6065",38973000,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,P03923,P03923,NADH-ubiquinone oxidoreductase chain 6,MT-ND6
518,46457000,33643000,36267000,0,50803000,51713000,0,48200000,36365000,36168000,0,52958000,0,0,31926000,0,0,54837000,,,,13,8,7,"23,6","15,6","13,9","73,051",0,"10,362",553760000,33,4,2,3,5,4,5,2,4,3,2,3,3,1,1,3,1,3,4,P04049,P04049,RAF proto-oncogene serine/threonine-protein kinase,RAF1
519,385620000,523910016,539219968,400689984,477020000,446190016,761489984,566739968,569160000,500590016,342529984,414230016,472729984,407169984,411870016,459230016,456700000,487630016,,,,15,15,13,50,50,"40,4","39,42",0,"143,78",8390400000,180,10,13,13,13,11,10,12,10,11,12,10,12,12,12,12,12,13,12,P04075;P05062,P04075,Fructose-bisphosphate aldolase A,ALDOA
520,0,0,0,0,0,0,0,0,0,0,0,259030000,0,0,0,0,0,0,,,,9,9,9,"32,9","32,9","32,9","38,714",0,"19,288",232880000,12,0,0,0,2,0,0,0,0,1,0,0,8,1,0,0,0,0,0,P04083,P04083,Annexin A1,ANXA1
521,67602000,44948000,54856000,17853000,24918000,31781000,41653000,34664000,26778000,20879000,34022000,31018000,22887000,0,36241000,61094000,69017000,78464000,,,,10,10,10,"20,3","20,3","20,3","85,658",0,"35,353",698610000,45,8,7,6,2,3,2,3,4,4,3,4,5,3,1,3,7,9,8,P04150;P08235,P04150,Glucocorticoid receptor,NR3C1
522,110160000,88161000,95087000,112970000,152200000,138100000,161690000,158200000,134400000,124180000,136820000,119470000,176290000,165410000,118000000,81974000,40150000,55224000,,,,13,13,13,"56,7","56,7","56,7","48,534",0,"91,164",2093400000,102,11,9,11,10,10,8,9,8,9,10,9,9,11,11,11,5,3,7,P04181,P04181,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT
523,29808000,43127000,45359000,0,0,0,46385000,31829000,21213000,32341000,0,38725000,43231000,48808000,45531000,71296000,70793000,55843000,,,,6,6,6,"34,2","34,2","34,2","25,468",0,"14,28",741350000,35,3,4,3,1,1,1,2,3,2,3,3,3,5,5,5,4,5,5,P04183,P04183,"Thymidine kinase, cytosolic",TK1
524,0,0,0,0,0,0,0,0,0,0,0,9841300,0,0,0,0,0,0,,,,19,1,0,"42,9",3,0,"60,066","0,0011645","2,4617",48781000,3,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,P04259,P04259,"Keratin, type II cytoskeletal 6B",KRT6B
525,9827200000,2786200064,5224600064,9323899904,7059999744,8348599808,5969900032,4253900032,3479899904,6375300096,5436000256,5640900096,14213999616,2298899968,1550099968,2540499968,4224900096,6753099776,,,+,38,38,27,"64,9","64,9","52,2","66,038",0,"323,31",96222000000,754,35,27,29,32,29,30,29,31,27,30,29,30,35,24,23,28,30,30,P04264;CON__P04264,P04264;CON__P04264,"Keratin, type II cytoskeletal 1",KRT1
526,0,0,0,0,0,0,0,0,0,64924000,0,0,0,0,117070000,0,115380000,91137000,,,,22,3,2,"69,6","10,6","6,5","49,585",0,"28,647",946910000,31,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,3,2,P04350,P04350,Tubulin beta-4A chain,TUBB4A
527,769880000,516929984,637180032,1250200064,1248499968,881649984,552529984,576630016,861340032,1112800000,843539968,1246899968,802860032,579430016,700030016,846179968,750270016,698960000,,,,15,15,15,63,63,63,"36,053",0,"190,93",14481000000,217,9,8,12,10,11,11,7,10,9,9,8,11,10,10,14,10,12,8,P04406,P04406,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH
528,0,83046000,84021000,174960000,194650000,87701000,80900000,78073000,31926000,218940000,0,86392000,259200000,570510016,1226099968,137720000,107740000,100350000,,,,17,17,17,"70,7","70,7","70,7","43,653",0,"155,78",4377500000,87,3,3,4,6,8,5,5,7,4,11,3,3,11,13,16,8,8,6,P04637,P04637,Cellular tumor antigen p53,TP53
529,0,0,0,0,0,0,0,0,0,0,0,468100000,0,0,0,0,0,0,,,,7,7,7,"20,4","20,4","20,4","57,767",0,"97,439",390020000,10,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,P04745;P19961;P04746;CON__Q3MHH8,P04745;P19961;P04746,Alpha-amylase 1;Alpha-amylase 2B;Pancreatic alpha-amylase,AMY1A;AMY2B;AMY2A
530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,"4,9","4,9","4,9","22,782","0,0098825","1,5426",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,P04792,P04792,Heat shock protein beta-1,HSPB1
531,42096000,89674000,55127000,22184000,29711000,29162000,94616000,85432000,54267000,61254000,43386000,41047000,156550000,245970000,263890000,161320000,224830000,185860000,,,,10,10,10,47,47,47,"35,716",0,"55,082",2152800000,55,3,5,4,2,2,2,5,6,4,7,4,3,6,9,9,8,9,8,P04818,P04818,Thymidylate synthase,TYMS
532,567110016,526169984,489100000,782640000,804390016,704449984,617340032,566929984,481260000,681960000,643340032,714840000,767689984,904680000,785590016,529150016,514009984,442950016,,,,20,20,20,42,42,42,"68,569",0,"113,78",11542000000,278,16,17,16,16,15,15,13,15,13,18,15,17,18,20,18,15,15,16,P04843,P04843,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1
533,13878000,47448000,11782000,65449000,72296000,38319000,52620000,56983000,38217000,76506000,10106000,58911000,117710000,220000000,375790016,62475000,81928000,46748000,,,,17,17,17,"41,7","41,7","41,7","69,283",0,"129,44",1743600000,84,3,6,2,5,5,3,5,3,2,10,2,3,9,10,16,7,7,6,P04844,P04844,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2
534,0,22270000,0,28208000,28763000,0,0,0,39397000,30554000,24101000,0,62476000,45437000,36359000,17488000,29204000,26583000,,,,10,6,6,"36,9","24,2","24,2","40,45",0,"29,645",481860000,24,1,2,1,2,2,1,1,1,3,2,2,1,3,3,5,4,3,3,P04899,P04899,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2
535,1632000000,1320499968,1452099968,2144099968,2342799872,2462099968,2056999936,2070300032,1722899968,1695200000,2244300032,2231200000,2030200064,2066099968,1508199936,1113900032,1196000000,1328499968,,,,36,36,23,43,43,28,"112,89",0,"323,31",30134000000,565,26,27,24,26,30,32,28,29,29,28,29,29,28,29,26,27,27,28,P05023;P13637;Q13733;P54707,P05023,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1
536,0,0,0,0,0,0,0,0,0,0,0,445950016,0,0,0,0,0,0,,,,2,2,2,"23,7","23,7","23,7","10,834",0,"6,1566",400120000,3,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,P05109,P05109,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8
537,997900032,845459968,806409984,1443200000,1704099968,1484400000,1298400000,1088199936,977249984,1716199936,1313900032,1534300032,1236199936,1743100032,2206899968,888550016,1059400000,890769984,,,,16,9,8,44,"22,8","20,1","32,852",0,"57,605",23414000000,288,9,8,8,8,9,8,8,8,9,8,9,9,7,7,7,7,8,7,P05141;Q9H0C2,P05141,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5
